id,keyword,location,text,target
829,avalanche,"Loughton, Essex, UK",I liked a @YouTube video http://t.co/TNXQuOr1wb Kalle Mattson - 'Avalanche' (Official Video),0
830,avalanche,guaravitas,we'll crash down like an avalanche,0
831,avalanche,,#Colorado #Avalanche Men's Official Colorado Avalanche Reebok T-Shirt XL Blue 100% Cotton http://t.co/ZNSvsTGwx3 #NHL #Hockey,0
832,avalanche,Score More Goals Buying @,2 TIX 10/3 Frozen Fury XVII: Los Angeles Kings v Avalanche 103 Row:AA MGM Grand http://t.co/kBtZZZG2Tp,0
833,avalanche,NEW YORK,I BET YOU DIDNT KNOW I KICK BOX TOO! https://t.co/rBrw8pWiPJ,0
834,avalanche,Ireland,A little piece I wrote for the Avalanche Designs blog! I'd appreciate it greatly if you checked it out :-)  https://t.co/rfvjh58eF2,0
835,avalanche,,PATRICK ROY 1998-99 UPPER DECK SPX #171 FINITE 1620 MADE COLORADO AVALANCHE MINT http://t.co/uHfM1r3Tq5 http://t.co/QulgaKebHB,0
836,avalanche,UK,Musician Kalle Mattson Recreates 34 Classic Album Covers in Clever Music Video for 'Avalanche' http://t.co/yDJpOpH1DW,0
837,avalanche,"London, Kent & SE England.",Beautiful Sweet Avalanche Faith and Akito roses with lots of frothy gyp. http://t.co/RaqUpzFkJY #weddinghour http://t.co/quNxocXCgA,0
838,avalanche,Score Team Goals Buying @,1-6 TIX Calgary Flames vs COL Avalanche Preseason 9/29 Scotiabank Saddledome http://t.co/5G8qA6mPxm,0
839,avalanche,,Secrets up avalanche: catechize inner self for the confidential communication as respects creating worth in len...,0
840,avalanche,"New York, NY",the fall of leaves from a poplar is as fully ordained as the tumbling of an avalanche - Spurgeon,0
841,avalanche,South Central Wales,I saw two great punk bands making original music last week. Check em out here!! @GHOSTOFTHEAV @MontroseBand https://t.co/WdvxjsQwic,0
842,avalanche,,GREAT PERFORMANCE CHIP FUEL/GAS SAVER CHEVY TAHOE/BLAZER/AVALANCHE/S-10 http://t.co/iCrZi5TqC5 http://t.co/ONxhKfHn2a,0
843,avalanche,"Jersey City, New Jersey",Musician Kalle Mattson Recreates 34 Classic Album Covers in Clever Music Video for Û÷AvalancheÛª http://t.co/VBSwhz4s2V,0
844,avalanche,,driving the avalanche after having my car for a week is like driving a tank,1
845,avalanche,,Free Ebay Sniping RT? http://t.co/RqIPGQslT6 Chevrolet : Avalanche Ltz Lifted 4x4 Truck ?Please Favorite &amp; Share,0
846,avalanche,"Denver, CO",Chiasson Sens can't come to deal #ColoradoAvalanche #Avalanche http://t.co/2bk7laGMa9 http://t.co/bkDGCfsuiQ,1
847,avalanche,Brasil,Paul Rudd Emile Hirsch David Gordon Green 'Prince Avalanche' Q&amp;A | Filmmakers at Google http://t.co/e4QonKzndZ  #entretenimento #Video,0
848,avalanche,Buy Give Me My Money ,Great one time deal on all Avalanche music and with purchase get a Neal Rigga shirt http://t.co/4VIRXkgMpC,0
849,avalanche,"505 W. Maple, Suite 100",.@bigperm28 was drafted by the @Avalanche in 2005 (rd. 4 #124) overall. Played last season in @UtahGrizz. http://t.co/gPGTAfMKt0,0
850,avalanche,Buy Give Me My Money ,I HAVE GOT MORE VIDEOS THAN YOU RAPPERS GOT SONGS! http://t.co/pBLvPM6C27,0
851,avalanche,Buy Give Me My Money ,@funkflex yo flex im here https://t.co/2AZxdLCXgA,0
852,avalanche,Philippines,You are the avalanche. One world away. My make believing. While I'm wide awake.,0
853,avalanche,Freeport il ,The possible new jerseys for the Avalanche next year. ???? http://t.co/nruzhR5XQu,0
854,avalanche,Canada,What a feat! Watch the #BTS of @kallemattson's incredible music video for #Avalanche: https://t.co/3W6seA9tuv ????,0
855,avalanche,World,Avalanche City - Sunset http://t.co/48h3tLvLXr #nowplay #listen #radio,1
856,avalanche,,Chevrolet : Avalanche LT 2011 lt used 5.3 l v 8 16 v automatic 4 wd pickup truck premium bÛ_ http://t.co/OBkY8Pc89H http://t.co/dXIRnTdSrd,1
857,avalanche,"Danville, VA",No snowflake in an avalanche ever feels responsible.,0
858,battle,New York,STAR WARS POWER OF THE JEDI COLLECTION 1 BATTLE DROID HASBRO - Full read by eBay http://t.co/xFguklrlTf http://t.co/FeGu8hWMc4,1
859,battle,,CIVIL WAR GENERAL BATTLE BULL RUN HERO COLONEL 2nd NEW HAMPSHIRE LETTER SIGNED ! http://t.co/Ot0tFFpBYB http://t.co/zaRBwep9LD,1
860,battle,,Dragon Ball Z: Battle Of Gods (2014) - Rotten Tomatoes http://t.co/jDDNhmrmMJ via @RottenTomatoes,0
861,battle,UK Great Britain ,I added a video to a @YouTube playlist http://t.co/wedWyn9kfS World Of Tanks - Battle Assistant Mod Bat Chat Arti kaboom,0
862,battle,NYC,"YA BOY CLIP VS 4KUS FULL BATTLE

@15MofeRadio @Heavybag201 @battle_dom @QOTRING @BattleRapChris @Hughes1128

https://t.co/7SPyDy1csc",0
863,battle,Jerusalem!,Indeed!! I am fully aware of that battle! I support you in that fight!!  https://t.co/MctJnZX4H8,1
864,battle,,It's baaaack!  Petersen's Bowhunting Battle of the Bows.  Make sure you head on over and cast your vote for your... http://t.co/FJ73gDvg2n,0
865,battle,,"#Tb #throwback ??

??~ You want a battle? Here's a War! ~ ?? https://t.co/B0ZJWgmaIW",0
866,battle,"San Jose, CA",Kelby Tomlinson mild-mannered 2nd baseman for a great metropolitan team fights a never-ending battle for hits RBI and the #SFGiants way.,0
867,battle,USA,Black Eye 9: A space battle occurred at Star M27329 involving 1 fleets totaling 1236 ships with 7 destroyed,1
868,battle,San Francisco,What really happened in the Taken King Story Trailer. A space battle that ripped a hole in Saturn. @EyTay @neur0sis http://t.co/ZYRZX6dfki,0
869,battle,,THESE AFTER BATTLE ANIMATIONS ARE SO FUCKING MUCH,0
870,battle,"Dallas, TX",See what happens with NO Battle of the Block @CBSBigBrother!?! ???? finally,0
871,battle,"Baton Rouge, LA",#DU19 who gon get in this rap battle with me,0
872,battle,Use #TMW in tweets get #RT,Do Your Own Thing: The Battle of Internal vs External Motivation: http://t.co/w9P3hAuHEi,0
873,battle,Earth,Check out this item I just got! [Phantasmal Cummerbund] http://t.co/qrHJEI7gRq #Warcraft,0
874,battle,,A young German stormtrooper engaged in the Battle of the Somme 1916. [800 ÌÑ 582 ] http://t.co/yxvMifLvc4,1
875,battle,,I liked a @YouTube video http://t.co/9Vw0uQQi1y Marvel VS DC (Avengers Battle!),0
876,battle,Utah,@UtahCanary sigh daily battle.,0
877,battle,Wisconsin,@SexyDragonMagic I've come to the realization that I just don't have the attention span for mass battle games. Both painting and playing.,0
878,battle,"West Richland, WA",@DetroitPls interested to see who will win this battle,0
879,battle,CHICAGO (312),Battle of the GOATS  https://t.co/ofECs6tcvC,0
880,battle,New York,STAR WARS POWER OF THE JEDI COLLECTION 1 BATTLE DROID HASBRO - Full read by eBay http://t.co/yI30ZgiZsW http://t.co/2jGVhw7YZs,0
881,battle,USA,Black Eye 9: A space battle occurred at Star O784 involving 2 fleets totaling 4103 ships with 50 destroyed,0
882,battle,Australia,"#LonePine remembered around Australia as 'descendants' grow via @666canberra #Gallipoli #WW1
http://t.co/T4fvVnRPc5 http://t.co/0zZnbVFUVO",0
883,battle,California,how did I miss that Gary Busey's son plays DIXIE on his electronic green fiddle during the post-battle celebration sequence,0
884,bioterror,Washington D.C.,News: FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/xteZGjfs8A,1
885,bioterror,NC,FedEx no longer will transport bioterror germs http://t.co/qfjjDxes7G via @USATODAY,0
886,bioterror,,USA TODAY: .@FedEx will no longer to transport bioterror pathogens after ... - http://t.co/iaDlSlqdpd #NewsInTweets http://t.co/o8y1suL4Ow,0
887,bioterror,"West Virginia, USA",FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/HQsU8LWltH via @usatoday,1
888,bioterror,,Jacksonville Busines FedEx stops shipping potential bioterror pathogens http://t.co/sHzsYmaUSi,1
889,bioterror,British girl in Texas,FedEx will no longer transport bioterror pathogens in wake of anthrax lab mishaps http://t.co/lHpgxc4b8J,0
890,bioterror,"Silver Spring, MD",.@APHL responds: FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/cGdj3dRso9,1
891,bioterror,USA,#News FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps (say what?): åÊFedEx no... http://t.co/K0Y7xFxmXA #TCOT,1
892,bioterror,"Phoenix, AZ",FedEx to stop transporting bioterror germs after lab mishaps: FedEx has stopped transporting certain research ... http://t.co/y3dM9uLqxG,1
893,bioterror,"Atlanta, GA",FedEx no longer will ship potential bioterror pathogens http://t.co/CHORr2XOVp via @AtlBizChron,0
894,bioterror,"Manhattan, NY",#frontpage: #Bioterror lab faced secret sanctions. #RickPerry doesn't make the cut for @FoxNews #GOPDebate http://t.co/fZujg7sXJg @USATODAY,0
895,bioterror,"Wilmington, DE",FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/qZQc8WWwcN via @usatoday,0
896,bioterror,,House Energy &amp;amp; Commerce subcommittee to hold 7/28 hearing of CDC oversight of bioterror labs Army anthrax mishaps. httÛ_,1
897,bioterror,Memphis,FedEx not willing to transport research specimens of potential bioterror pathogens in wake of anthrax lab mishaps  http://t.co/cM8UnI1mRG,1
898,bioterror,iTunes,#world FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps  http://t.co/wvExJjRG6E,1
899,bioterror,,FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/P96rgBbaYL #news #phone #apple #mobile,1
900,bioterror,United States,RT alisonannyoung: EXCLUSIVE: FedEx no longer to transport research specimens of bioterror pathogens in wake of anthrax lab mishaps Û_,0
901,bioterror,"Oxford, MS",Hmm...this could be problem for some researchers: FedEx no longer to transport select agents http://t.co/9vIibxgjAV via @usatoday,1
902,bioterror,,#world FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps  http://t.co/5zDbTktwW7,0
903,bioterror,US,FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/pWAMG8oZj4,1
904,bioterror,"Atlanta, GA",FedEx no longer will ship potential bioterror pathogens - FedEx Corp. (NYSE: FDX) will no longer deliver packages ... http://t.co/2kdq56xTWs,1
905,bioterror,,FedEx no longer will ship potential bioterror pathogens - Atlanta Business Chronicle http://t.co/YLLQJljiIQ,0
906,bioterror,"Pelham, AL","Thank you @FedEx for no longer shipping live microbes for the Department of Defense

http://t.co/zAHNEwJrI8",0
907,bioterror,New York,#NowPlaying at #orchardalley in #LES of #nyc 'bioterror- manufactured fear and state repression' @abcnorio #gardens http://t.co/Ba2rRXUgsG,1
908,bioterror,"Atlanta, GA",FedEx no longer will transport bioterror germs http://t.co/SHrhkfj1bC via @usatoday,0
909,bioterror,"Jacksonville, FL",[JAX Biz Journal] FedEx stops shipping potential bioterror pathogens http://t.co/R33nCvjovC,1
910,bioterror,"Arkansas, Jonesboro",USATODAY: On today's #frontpage: #Bioterror lab faced secret sanctions. #RickPerry doesn't make the cut for FoxNewÛ_ http://t.co/5uKOHk7SoB,1
911,bioterror,Across the Atlantic,#BreakingNews http://t.co/gAN14PW9TG FedEx no longer willing to transport research specimens of potential bioterÛ_ http://t.co/5n4hUsewLy,0
912,bioterror,"Melbourne, Florida",FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/c0p3SEsqWm via @usatoday,1
913,bioterror,Worldwide,FedEx stops shipping potential bioterror pathogens http://t.co/tkeOAeDQKq #trucking,1
914,bioterror,,FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/MqbYrAvK6h,1
915,bioterror,Over the Moon...,#FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/S4SiCMYRmH,1
916,bioterror,Extraterrestrial Highway,FedEx no longer shipping bioterror germs - WXIA-TV | @scoopit http://t.co/ZQqJrQsbJm,0
917,bioterror,,FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/hrqCJdovJZ,0
918,bioterror,"Espoo, Finland",USATODAY: On today's #frontpage: #Bioterror lab faced secret sanctions. #RickPerry doesn't make the cut for FoxNewÛ_ http://t.co/xFHh2XF9Ga,1
919,bioterror,,FedEx no longer to transport bioterror germs in wake of anthrax lab mishaps http://t.co/4M5UHeyfDo via @USATODAY,1
920,bioterror,"Washington, D.C., area",Biolab safety concerns grow: FedEx stops transporting certain specimens. Research facilities 'dumbfounded' by action. http://t.co/RUjV4VPnBV,0
921,bioterrorism,,To fight bioterrorism sir.,1
922,bioterrorism,OES 4th Point. sisSTAR & TI,I liked a @YouTube video http://t.co/XO2ZbPBJB3 FEMA REGION III TARGETED for BIOTERRORISM !!! NASA - JAPAN ROCKET LAUNCH with LITHIUM,1
923,bioterrorism,"Sydney, New South Wales",#anthrax #bioterrorism CDC To Carry Out Extensive Review of Lab Safety And Pathogen Handling Procedures http://t.co/bCLqpWFDOd,1
924,bioterrorism,,Firepower in the lab [electronic resource] : automation in the fight against infectious diseases and bioterrorism /Û_ http://t.co/KvpbybglSR,0
925,bioterrorism,,@CAgov If 90BLKs&amp;8WHTs colluded 2 take WHT F @USAgov AUTH Hostage&amp;2 make her look BLK w/Bioterrorism&amp;use her lgl/org IDis ID still hers?@VP,1
926,bioterrorism,,@DarrellIssa Does that 'great Iran deal' cover bioterrorism? You got cut off terrible of them. Keep up the good work.,1
927,bioterrorism,"San Francisco, CA",A Tale of Two Pox - Body Horrors http://t.co/W2IXT1k0AB #virus #infectiousdiseases #bioterrorism,1
928,bioterrorism,,Bioterrorism public health superbug biolabs epidemics biosurveillance outbreaks | Homeland Security News Wire http://t.co/cvhYGwcBZv,1
929,bioterrorism,,"Creation of AI
Climate change
Bioterrorism
Mass automation of workforce
Contact with other life
Wealth inequality

Yea we've got it easy",0
930,bioterrorism,"Netherlands,Amsterdam-Virtual ",In Lies We Trust #dvd CIA Hollywood and Bioterrorism Len Horowitz Vaccines Nwo http://t.co/6PAGJqfbzK http://t.co/qzizElxbyr,0
931,bioterrorism,,@O_Magazine satan's daughter shadow warrior in 50ft women aka transgender mode ps nyc is about to fold extra extra center of bioterrorism,1
932,bioterrorism,New York City,@DrRichardBesser Yes. I would think not. But since college 88-92 it's been difficult not to think of bioterrorism esp. bc 'dispersed.',1
933,bioterrorism,"Hudson Valley, NY",Volunteers needed to participate in Emergency Preparedness drill simulating a bioterrorism disaster: http://t.co/NWV2RvGHf3 @HVnewsnetwork,1
934,bioterrorism,"Philadelphia, PA",@MeyerBjoern @thelonevirologi @MackayIM of a major American newspaper running a series on all the alleged bioterrorism research going on 2/n,1
935,bioterrorism,,To fight bioterrorism sir.,0
936,bioterrorism,,CDC has a pretty cool list of all bioterrorism agents :3,1
937,bioterrorism,timeline kamu,Government Experts Concerned About Possible Bioterrorism Using GM Organisms: Scientists are concerned that the... http://t.co/SuMe5prO0F,1
938,bioterrorism,,Does This Prepare Us? HHS Selects 9 Regional Special #Pathogen Treatment Centers #Bioterrorism #Infectious #Ebola http://t.co/Qmo1TxxDkj,0
939,bioterrorism,,@StationCDRKelly Any Support Sys 4 @USAgov AUTH taken Hostage by BLK US clergyforced 2 exist younger&amp;grossly disfigured by BIOTERRORISM?@AP,1
940,bioterrorism,,70 won 70...&amp; some think possibility of my full transformation is impossible.  I don't quite like medical mysteries. BIOTERRORISM sucks.,0
941,bioterrorism,,To fight bioterrorism sir.,1
942,bioterrorism,"Budapest, Hungary",How about a book describing the future of therapies technologies sport sexuality bioterrorism and diagnosis? #digitalhealth #hcsm,0
943,bioterrorism,,@APhiABeta1907 w/ugliness due 2 your 'ugly'@AMESocialAction Frat's BIOTERRORISMI'm she who's @FBI ID U $tolewant'g another in my Home.@ABC,1
944,bioterrorism,,@HowardU If 90BLKs&amp;8WHTs colluded 2 take WHT F @USAgov AUTH Hostage&amp;2 make her look BLK w/Bioterrorism&amp;use her lgl/org IDis ID still hers?,1
945,bioterrorism,,To fight bioterrorism sir.,0
946,bioterrorism,,@cspanwj If 90BLKs&amp;8WHTs colluded 2 take WHT F @USAgov AUTH Hostage&amp;2 make her look BLK w/Bioterrorism&amp;use her lgl/org IDis ID still hers?,1
947,bioterrorism,,@ONU_France 74/75 Bioterrorism on '@Rockefeller_Chi/@RockefellerUniv'Heiress 2 evade lgl efforts 2 prosecute BLKs 4 @HarvardU kidnap'g.@AFP,0
948,bioterrorism,,The #IranDeal only covers nuclear activity. What are they doing about Bioterrorism? Iran has broken at least 27 other agreements.,1
949,bioterrorism,Searching for Bae ,The Threat | Anthrax | CDC http://t.co/q6oxzq45VE via @CDCgov,1
950,bioterrorism,"Sydney, New South Wales",#bioterrorism Authorities allay #glanders fears ahead of Rio Olympic equestrian test event http://t.co/UotPNSQpz5 via @HorsetalkNZ,1
951,blaze,California,@Kaotix_Blaze craving u,0
952,blaze,,I've been by the pool all day #raisinfingers,0
953,blaze,,Do you know anyone looking to move to Hammond OR? Share this listing! http://t.co/3xn1soh4Bb,0
954,blaze,,Life is amazin same time its crazy niggas dey wanna blaze me hate it because i made it all it took was dedication n some motivation,0
955,blaze,"Eagle Mountain, Texas ",Blaze is my bro http://t.co/UdKeSJ01mL,0
956,blaze,Columbus,@Shayoly yes I love it,0
957,blaze,,See a virtual tour of one of our listings on 547 Fir St Cannon Beach OR listed by Dorrie Caruana. http://t.co/nF46PAYTvw,0
958,blaze,"Temecula, CA",Pendleton media office said only fire on base right now is the Horno blaze.,1
959,blaze,"Atlanta,Ga",Welcome @djryanwolf @djcoreygrand @djknyce @djoneplustwo @OfficialCoreDJs #Family #Cleveland #StandUp @IAMTONYNEAL http://t.co/P6GqmCTgLj,0
960,blaze,"Fresno, CA",Love living on my own. I can blaze inside my apt or on the balcony,1
961,blaze,,@bellalinn alrighty Hit me up and we'll blaze!!,0
962,blaze,,i blaze jays fuck the dutch slave trade.,0
963,blaze,,My hair is poverty at the moment need to get a fade before the weekend gets here,0
964,blaze,Australia,Property losses from California wildfire nearly double as week-old blaze rages http://t.co/E0UUsnpsq5,1
965,blaze,"Raleigh Durham, NC",#breaking Firefighters battling blaze at east Cary condo building http://t.co/mIM8hH2ce6,1
966,seismic,Somalia,Oil and Gas Exploration Takes Seismic Shift in Gabon to Somalia - Bloomberg http://t.co/bEKrPjnYHs #??????? #Somalia,1
967,seismic,"Bokaro Steel City, Jharkhand","@kakajambori ??
U control the future of india..
Yor Subject: Exploration or seismic Maintenance( Electrical or Mechanical)",0
968,seismic,,#Sismo DETECTADO #JapÌ_n [Report 3] 01:02:17 Okinawa Island region M3.8 Depth 10km Maximum seismic intensity 3 JST #??,1
969,seismic,"Hatteras, North Carolina",Agency seeks comments on seismic permits http://t.co/9Vd6x4WDOY,0
970,seismic,412 NW 5th Ave. Portland OR,Still no plans? Don't worry we got you covered. Plenty of Seismic IPA and Seismic Squeeze Radler to help... http://t.co/A8nMdkd3rV,0
971,seismic,"Madison, Wisconsin, USA",#OilandGas Exploration Takes Seismic Shift in #Gabon to #Somalia http://t.co/oHHolJ9vEV via @business,1
972,seismic,"Mogadishu, Somalia","Exploration Takes Seismic Shift in #Gabon to #Somalia
http://t.co/Ltf6jL5keU http://t.co/Zlq8tHcTkW",1
973,seismic,the azure cloud,New post from @SeismicSoftware: 3 Major Challenges of Channel Sales Enablement http://t.co/kWMRCEkVTF,0
974,seismic,"Perenjori, WA",Panoramic Resources cuts jobs after seismic event http://t.co/mUwmfJGzYh,1
975,seismic,UK,ENGLAND EAST COAST. Dogger Bank Westward. 1. Seismic survey in progress by M/V Western Regent towing a 8400 metre long cable within areaÛ_,0
976,seismic,,A subcontractor working for French seismic survey group CGG has been kidnapped in Cairo and is held by Islamic State the company said on WÛ_,1
977,seismic,,The Art World's Seismic Shift Back to the Oddball - Observer http://t.co/W0xR5gP8cW,0
978,seismic,,#Sismo DETECTADO #JapÌ_n 06:32:43 Miyagi Estimated seismic intensity 0 JST #??,1
979,sinkhole,Unknown ,"Sinkhole Selfies: You Wont Believe What's In The Brooklyn Sinkhole!:
        Sinkhole Selfies: You Wont Belie... http://t.co/A3b5n3rcr5",0
980,sinkhole,,MRW when a sinkhole opens up beneath my friends and I... #gif #funny #lol #comedy #iFunny #video #image #RT http://t.co/XiYdYfptru,1
981,sinkhole,"Atlanta(ish), GA",Talk on GOZ is fantastic. Most interesting fact so far is that they manually bought all the .ru domains to sinkhole rather than seek co-op.,0
982,sinkhole,Trinidad and Tobago,nothing surprises me anymore and i am sure there is more to come... http://t.co/zdpvQmEezS,0
983,sinkhole,Above the snake line - #YoNews,Large sinkhole swallows entire pond in Lowndes County Georgia: Large sinkholeÛ_ http://t.co/bCLDQmMEHg #Occasion2B,1
984,sinkhole,San Diego,10News ? Water main break disrupts trolley service http://t.co/pAug7a68i0,1
985,sinkhole,"Haddonfield, NJ",Sinkhole closes Falmer Drive in Bethlehem Township http://t.co/6TVVlG2fNi,1
986,sinkhole,,A sinkhole grows in Brooklyn: six-meter crater swallows street http://t.co/gkPrvzQ6lk,1
987,sinkhole,Canada,@Azimel 'Screaming Mad Scientist deceased after tumbling over heels and falling into sinkhole during investigation',0
988,sinkhole,NY,Gaping sinkhole opens up in Brooklyn New York http://t.co/0xA6FCjyec,1
989,sinkhole,ill yorker,ÛÏ@FDNY: This morning #FDNY responded to a sinkhole in #Brooklyn. Units remain on-scene with @NYCBuildings &amp; others. http://t.co/M78ir0IK01Û,1
990,sinkhole,Newcastle,"150-Foot Sinkhole Opens in Lowndes County Residential Area
WCTV-35 minutes ago",1
991,sinkhole,Above the snake line - #YoNews,Large sinkhole swallows entire pond in Lowndes County Georgia http://t.co/wKPzp1JCAu #YoNews,1
992,sinkhole,"White Plains, NY",I've been trying to write a theological short story about a monster living in a sinkhole. Then I heard about Brooklyn. #accidentalprophecy,0
993,sinkhole,,Sinkhole Selfies: You Wont Believe What's In The Brooklyn Sinkhole! http://t.co/3gLYOyf6Oc,0
994,sinkhole,B&B near Alton Towers,@MoorlandsChmbr Loads of stuff going on recently. See the blog at http://t.co/XVcO7sLxhW #sinkhole #piling http://t.co/jbVmGeg522,0
995,sinkhole,,150-Foot Sinkhole Opens in Lowndes County Residential Area http://t.co/0YAxrJICRR,1
996,sinkhole,Alger-New York-San Francisco,#SanDiego #News Sinkhole Disrupts Downtown Trolley Service: The incident happened Wed... http://t.co/RVMMuT3GvC #Algeria #???????,1
997,sinkhole,,beforeitsnews : A sinkhole grows in Brooklyn: six-meter crater swallows street Û_ http://t.co/QWo7q1AMh8) http://t.co/esRkmazEq9,1
998,sinkhole,,Massive Sinkhole Emerges In Brooklyn http://t.co/n3Ow73Oasw http://t.co/Gs9bmplbHH,1
999,sinkhole,Êwagger!ÌominicanÌ÷,#LoMasVisto THOUSANDS OF HIPSTERS FEARED LOST: Giant Sinkhole Devours Brooklyn Intersectio... http://t.co/qwtk1b2fMC #CadenaDeSeguidores,1
1000,sinkhole,"Haddonfield, NJ",150-Foot Sinkhole Opens In Lowndes County Residential Area http://t.co/cBAxCuBA0h,1
